filename,n_heavy_atoms,n_atoms,n_electrons,xyz,xyz_oxidized,u0_b3lyp,u0_g4mp2,zpe_b3lyp,electronic_oxidized_b3lyp,electronic_oxidized_wB97Xd,electronic_oxidized_b3lyp_large,electronic_neutral_b3lyp,electronic_neutral_wB97Xd,electronic_neutral_b3lyp_large,u0_oxidized_b3lyp,u0_oxidized_g4mp2,zpe_oxidized_b3lyp,u0_b3lyp_large,u0_wB97Xd,u0_oxidized_b3lyp_large,u0_oxidized_wB97Xd
dsgdb9nsd_002178,7,17,56,"17
H10 C5 O2
C 0.029940 1.567366 -0.032939
C 0.049899 0.054399 0.115564
O 0.536379 -0.543600 -1.094162
C 1.450037 -1.595899 -0.796766
C 1.277971 -1.891775 0.697762
C 0.935399 -0.499286 1.244798
O 2.089951 0.321641 1.362718
H 1.043296 1.951885 -0.156464
H -0.565930 1.843389 -0.906955
H -0.416610 2.034197 0.851053
H -0.976158 -0.307161 0.293471
H 1.222549 -2.457362 -1.434013
H 2.476694 -1.268757 -1.012164
H 0.439357 -2.575904 0.867235
H 2.169022 -2.324407 1.162343
H 0.384919 -0.537686 2.195069
H 2.677717 -0.083596 2.007465","17

C -2.245283 0.490488 -0.114044
C -1.101146 -0.293776 0.397703
O -0.589836 -1.212164 -0.377513
C 0.734729 -1.617867 0.0359
C 1.599287 -0.356613 -0.13294
C 0.903103 0.837372 0.444604
O 0.810831 1.886445 -0.35005
H -2.122261 0.730937 -1.171908
H -3.160509 -0.111159 -0.006683
H -2.391467 1.398196 0.475998
H -0.951421 -0.410521 1.474536
H 0.700648 -1.973196 1.071341
H 1.039208 -2.428147 -0.623635
H 2.565159 -0.497076 0.366402
H 1.78276 -0.166298 -1.193266
H 0.88252 1.01522 1.519487
H 0.543273 2.690168 0.120898
",-346.86045,-346.494439,0.148667,-346.704034,-346.6818611,-346.7131599,-347.009117,-347.0020802,-347.027114,-346.557271,-346.1659795,0.146763,-346.878447,-346.8534132,-346.5663969,-346.5350981
dsgdb9nsd_002179,7,17,56,"17
H10 C5 O2
C -0.071217 1.565988 -0.142171
C 0.108728 0.066591 -0.006734
O 0.964610 -0.413819 -1.042676
C 1.329488 -1.698479 -0.619553
O 1.461946 -1.658943 0.789558
C 0.808550 -0.473515 1.265966
C 1.843037 0.447911 1.902009
H 0.888719 2.085335 -0.097886
H -0.544058 1.799999 -1.099640
H -0.714132 1.947073 0.657235
H -0.872374 -0.430781 -0.094801
H 0.557302 -2.438965 -0.898892
H 2.286467 -1.966700 -1.079826
H 0.061429 -0.768014 2.013920
H 2.564709 0.794811 1.156868
H 1.369454 1.317807 2.368551
H 2.389213 -0.099334 2.675007","17

C -2.080304 -0.54351 -0.1038
C -0.680556 -0.530128 0.474542
O 0.215223 -1.347826 -0.357582
C 1.458789 -0.815453 -0.285338
O 1.475614 0.384864 0.34597
C 0.080921 0.815843 0.556242
C -0.233404 1.891432 -0.47291
H -2.108521 -0.105942 -1.103317
H -2.452561 -1.568652 -0.151663
H -2.742782 0.026606 0.553477
H -0.665688 -1.032235 1.452525
H 2.166265 -1.52732 0.221153
H 1.908249 -0.73055 -1.310208
H 0.055333 1.224703 1.568367
H -0.195413 1.508601 -1.496007
H -1.237548 2.281002 -0.278762
H 0.473297 2.718385 -0.375092
",-346.862839,-346.491544,0.148462,-346.683889,-346.6591849,-346.6911933,-347.011301,-347.0001603,-347.0269704,-346.539557,-346.1450021,0.144332,-346.8785084,-346.8516983,-346.5468613,-346.5148529
dsgdb9nsd_002180,7,17,56,"17
H10 C5 O2
O 0.062750 1.349086 -0.208489
C 0.006802 -0.051867 -0.029515
C 0.717260 -0.589567 1.222559
C 0.115391 -1.992002 1.379236
C -1.383519 -1.785088 1.061072
C -1.457354 -0.585068 0.093827
O -2.297954 0.413533 0.672489
H -0.387679 1.728860 0.555983
H 0.471441 -0.481130 -0.924550
H 1.806168 -0.575586 1.132238
H 0.445248 0.035396 2.084026
H 0.570825 -2.674319 0.651206
H 0.278468 -2.425969 2.368954
H -1.859233 -2.681687 0.656666
H -1.932484 -1.505530 1.965460
H -1.852054 -0.870748 -0.889625
H -2.408817 1.100669 0.005559","17

O -1.696163 -1.254564 -0.098136
C -0.512016 -1.0592 0.437953
C 0.771629 -1.357105 -0.263443
C 1.800666 -0.269287 0.088406
C 1.152721 1.093336 -0.213211
C -0.194565 1.171455 0.423189
O -1.173956 1.658069 -0.310862
H -1.649111 -1.378871 -1.059722
H -0.556239 -1.091439 1.525097
H 1.120338 -2.348756 0.055493
H 0.604855 -1.400473 -1.347021
H 2.070813 -0.338543 1.1476
H 2.719282 -0.399477 -0.485886
H 1.769487 1.914143 0.17592
H 1.035864 1.248731 -1.290203
H -0.292925 1.246668 1.506483
H -1.97201 1.844788 0.206856
",-346.865438,-346.504005,0.149853,-346.716476,-346.6996612,-346.726595,-347.015291,-347.0133516,-347.0350384,-346.568211,-346.1814353,0.148265,-346.8851854,-346.8634986,-346.57833,-346.5513962
dsgdb9nsd_002181,7,15,56,"15
H8 C4 O3
O -0.175430 1.473417 0.302343
C -0.016538 0.069225 0.116674
C 0.585331 -0.532875 1.400797
O -0.258461 -1.608156 1.793615
C -1.573052 -1.254785 1.403216
C -1.409433 -0.636416 0.003112
O -2.437887 0.241647 -0.386083
H -0.360261 1.858381 -0.561159
H 0.606679 -0.125655 -0.762705
H 1.594232 -0.930897 1.270987
H 0.611094 0.257272 2.166382
H -2.190625 -2.155079 1.424313
H -2.015649 -0.507023 2.084596
H -1.369784 -1.427930 -0.750353
H -2.308718 1.041669 0.140983","15

O 0.948307 1.306549 -0.653331
C 0.222721 0.841565 0.46766
C -1.309603 0.888982 0.249532
O -1.731718 -0.476775 -0.015536
C -0.778017 -1.175834 -0.609606
C 0.603551 -0.650424 0.57431
O 1.792509 -0.983545 0.124288
H 1.266392 2.206101 -0.516114
H 0.519566 1.359936 1.386361
H -1.875124 1.203017 1.126397
H -1.555284 1.523016 -0.606867
H -0.948335 -2.249593 -0.59471
H -0.310621 -0.750011 -1.50344
H 0.303924 -1.222312 1.451634
H 2.09478 -0.265723 -0.478008
",-382.782251,-382.405483,0.125991,-382.591668,-382.5758979,-382.6039982,-382.908242,-382.9079552,-382.9322017,-382.467425,-382.0679307,0.124243,-382.8062107,-382.7819642,-382.4797552,-382.4516549
dsgdb9nsd_002182,7,15,54,"15
H8 C5 O2
C 0.036862 1.637098 -0.008102
C 0.131264 0.119230 -0.012220
C 0.808822 -0.637747 -1.200044
O 1.690050 0.242986 -1.865134
C 1.533007 -1.583202 -0.189881
C 1.143328 -0.580390 0.913125
O 1.536079 -0.366290 2.022001
H 0.993849 2.083424 -0.284592
H -0.721013 1.989860 -0.713922
H -0.234157 1.989284 0.991427
H -0.851468 -0.333433 0.177213
H 0.122524 -1.125906 -1.901937
H 2.230299 -0.272575 -2.472005
H 1.035276 -2.549350 -0.055376
H 2.602156 -1.746345 -0.347601","15

C -0.649941 1.903855 -0.084725
C -0.275201 0.69569 0.682829
C -0.897953 -0.671783 0.434695
O -1.651469 -0.630531 -0.730656
C 0.470383 -1.422299 0.240382
C 1.305613 -0.214701 -0.035756
O 2.255665 0.282703 -0.448912
H -0.889547 1.685447 -1.126344
H -1.577908 2.28796 0.378362
H 0.100774 2.692225 -0.0014
H 0.130052 0.835507 1.688091
H -1.449836 -1.047832 1.303736
H -2.227618 -1.401069 -0.791585
H 0.857603 -1.884898 1.156404
H 0.505497 -2.12929 -0.595273
",-345.660459,-345.290215,0.123285,-345.468306,-345.4479624,-345.4788652,-345.783744,-345.7758423,-345.8033138,-345.347987,-344.9612171,0.120319,-345.6800288,-345.6525573,-345.3585462,-345.3276434
dsgdb9nsd_002183,7,17,54,"17
H10 C6 O1
C -0.255259 1.536801 -0.097254
C 0.022046 0.037936 -0.032349
C 1.231056 -0.409946 -0.917472
C 2.054324 -0.522035 0.375677
O 3.226651 -0.529808 0.620009
C 0.792677 -0.455219 1.250340
C 0.832191 0.342735 2.545991
H 0.659733 2.123257 0.045140
H -0.669034 1.808403 -1.073887
H -0.972522 1.847876 0.668974
H -0.898742 -0.518286 -0.222568
H 1.091339 -1.385707 -1.393828
H 1.601590 0.295402 -1.666326
H 0.490166 -1.490042 1.462321
H 1.127231 1.381498 2.373531
H -0.142667 0.344301 3.043998
H 1.562256 -0.096544 3.232278","17

C -2.035388 -0.466786 -0.561515
C -0.947926 -0.513738 0.507699
C 0.241715 -1.463434 0.153698
C 1.282805 -0.403143 -0.055369
O 2.328801 -0.092688 -0.425242
C -0.069338 0.732154 0.653782
C -0.223889 1.988662 -0.124572
H -1.632927 -0.251404 -1.556408
H -2.545459 -1.432473 -0.611016
H -2.783992 0.29251 -0.322521
H -1.37544 -0.786156 1.476089
H 0.58228 -2.10814 0.972903
H 0.130679 -2.057389 -0.761461
H 0.394851 0.843616 1.63923
H -0.523799 1.830982 -1.162387
H -1.036864 2.556923 0.362018
H 0.672397 2.610745 -0.076844
",-309.736479,-309.375849,0.147105,-309.570642,-309.5455105,-309.5757316,-309.883584,-309.8696735,-309.8964951,-309.426398,-309.0504744,0.144244,-309.7493901,-309.7225685,-309.4314876,-309.4012665
dsgdb9nsd_002185,7,16,54,"16
H9 C5 N1 O1
C -0.052748 1.608919 0.021144
C 0.025264 0.089063 0.001751
C 0.721972 -0.581596 -1.221060
C 1.731825 -1.142461 -0.194536
O 2.699028 -1.859536 -0.215204
N 1.086206 -0.501271 0.833876
C 1.302044 -0.533322 2.256260
H 0.918130 2.051458 -0.224211
H -0.788747 1.961538 -0.708527
H -0.358260 1.979257 1.005542
H -0.959161 -0.344541 0.224105
H 0.139608 -1.343458 -1.742211
H 1.152713 0.111607 -1.946909
H 2.195866 -1.134643 2.439767
H 1.463701 0.470541 2.666626
H 0.455154 -0.991071 2.783848","16

C -2.199407 -0.123203 -0.458739
C -0.98053 -0.299032 0.455076
C -0.039438 -1.523756 0.233844
C 1.077495 -0.534083 -0.060891
O 2.225345 -0.465996 -0.338573
N 0.149638 0.595787 0.147897
C 0.318358 2.009784 0.080848
H -1.920919 -0.230257 -1.510197
H -2.921691 -0.90323 -0.204679
H -2.675647 0.847199 -0.301594
H -1.273635 -0.146799 1.503725
H 0.149221 -2.151097 1.106918
H -0.2912 -2.156236 -0.62063
H 1.35409 2.236491 -0.17616
H -0.370984 2.423542 -0.671304
H 0.041669 2.459581 1.0464
",-325.808754,-325.438232,0.136329,-325.629835,-325.6046262,-325.6359407,-325.945083,-325.9303464,-325.9594278,-325.496654,-325.1133085,0.133181,-325.8230988,-325.7940174,-325.5027597,-325.4714452
dsgdb9nsd_002186,7,16,54,"16
H9 C5 N1 O1
C 0.017992 1.595164 -0.036675
C 0.080191 0.078478 0.034076
N 0.685571 -0.628699 -1.125072
C -0.206131 -1.254032 -2.078165
C 1.507304 -1.511886 -0.268211
C 1.153899 -0.591369 0.908290
O 1.560643 -0.429939 2.019021
H 0.995211 2.007280 -0.301451
H -0.708273 1.922695 -0.787438
H -0.285293 2.003765 0.932186
H -0.909066 -0.335301 0.307047
H -0.813445 -0.490592 -2.574708
H 0.374196 -1.770199 -2.849581
H -0.890997 -1.990235 -1.614630
H 1.091022 -2.523554 -0.120528
H 2.561849 -1.600360 -0.549951","16

C 0.051289 1.998069 -0.296605
C 0.123775 0.664853 0.444632
N -0.87574 -0.362719 0.083541
C -2.305793 -0.337659 0.039784
C 0.075882 -1.419753 -0.262997
C 1.201235 -0.39755 0.069508
O 2.379545 -0.407647 0.030209
H 0.062731 1.854381 -1.379266
H -0.837207 2.565535 -0.009267
H 0.933139 2.577869 -0.011171
H 0.088065 0.824256 1.53529
H -2.684788 0.558349 0.531594
H -2.63605 -0.351564 -1.011067
H -2.70066 -1.244936 0.513734
H -0.0251 -2.31856 0.358759
H 0.015366 -1.71288 -1.320992
",-325.771459,-325.403308,0.134884,-325.616765,-325.5925445,-325.6237181,-325.906343,-325.8917378,-325.9212779,-325.484267,-325.1015263,0.132498,-325.7863939,-325.7568538,-325.4912201,-325.4600465
dsgdb9nsd_002187,7,16,54,"16
H9 C5 N1 O1
C -0.063656 1.582600 -0.121955
C 0.034365 0.068886 0.000107
N 1.080952 -0.561512 -0.818252
C 1.762567 -1.142056 0.223003
O 2.747313 -1.830466 0.274743
C 0.760543 -0.553726 1.249081
C 1.341946 0.348885 2.328368
H 0.908426 2.060274 0.025533
H -0.430901 1.865267 -1.114423
H -0.765554 1.984029 0.616371
H -0.952201 -0.380607 -0.168883
H 1.202361 -0.636839 -1.817933
H 0.162678 -1.350090 1.703101
H 1.966342 1.141963 1.907673
H 0.553680 0.815809 2.927700
H 1.971448 -0.242268 2.999955","16

C -2.1123 -0.431004 -0.418887
C -0.913613 -0.507435 0.502655
N 0.211567 -1.328084 -0.015227
C 1.177471 -0.444312 -0.040777
O 2.31862 -0.239364 -0.293243
C 0.032835 0.73251 0.612354
C -0.130233 1.959407 -0.213397
H -1.840085 -0.121495 -1.43055
H -2.593637 -1.412214 -0.479148
H -2.847799 0.269811 -0.01475
H -1.198015 -0.846515 1.503827
H 0.287755 -2.323844 -0.204398
H 0.435666 0.900749 1.614154
H -0.397797 1.759366 -1.253084
H -0.958973 2.537282 0.232016
H 0.757991 2.593357 -0.167225
",-325.809558,-325.442859,0.136275,-325.623057,-325.5984854,-325.6290825,-325.945833,-325.9346744,-325.9616447,-325.489489,-325.1048099,0.133568,-325.8253697,-325.7983994,-325.4955145,-325.4649174
dsgdb9nsd_002188,7,14,54,"14
H7 C4 N1 O2
C 0.005800 1.554832 0.003321
C -0.005989 0.035993 0.040167
N 1.026355 -0.628862 -0.782219
C 1.758491 -1.117158 0.265261
O 2.832180 -1.653459 0.362351
C 0.688583 -0.634241 1.276502
O 1.148174 0.238185 2.274537
H 0.994520 1.942779 0.257303
H -0.275206 1.920030 -0.989971
H -0.711561 1.954064 0.726518
H -1.009944 -0.353679 -0.160091
H 1.243138 -0.562227 -1.766902
H 0.096141 -1.456392 1.699323
H 2.045863 -0.033849 2.498493","14

C -1.928309 -0.764383 -0.498091
C -0.81746 -0.547724 0.515386
N 0.457673 -1.211234 0.159414
C 1.339701 -0.27001 -0.056901
O 2.417277 0.059277 -0.358156
C -0.22177 0.865006 0.573671
O -0.687731 1.74618 -0.278575
H -1.632462 -0.437959 -1.497267
H -2.190105 -1.825106 -0.535204
H -2.81924 -0.20936 -0.194289
H -1.125322 -0.855701 1.521146
H 0.645848 -2.208554 0.081462
H 0.214716 1.227596 1.506728
H -0.366492 2.646727 -0.109018
",-361.731388,-361.354697,0.112759,-361.538739,-361.5174083,-361.5484417,-361.844147,-361.8389639,-361.8657558,-361.426573,-361.029168,0.112166,-361.7529968,-361.7262049,-361.4362757,-361.4052423
dsgdb9nsd_002189,7,16,54,"16
H9 C5 N1 O1
C 0.173705 1.485515 -0.239883
C -0.056304 0.033078 0.114394
O 0.614510 -0.870786 -0.835083
C 1.361431 -1.445817 0.169446
N 2.248389 -2.331958 0.123760
C 0.738843 -0.624326 1.281469
C 1.678723 0.200777 2.151681
H 1.239529 1.720317 -0.298113
H -0.278516 1.710966 -1.210218
H -0.287099 2.137630 0.509531
H -1.125918 -0.198942 0.129969
H 2.405454 -2.651203 -0.833897
H 0.091626 -1.240639 1.912813
H 2.350539 0.822407 1.554258
H 1.119116 0.851572 2.830961
H 2.298911 -0.468152 2.754691","16

C -2.09523 -0.403557 -0.444214
C -0.946186 -0.46615 0.515533
O 0.16642 -1.374641 -0.015442
C 1.03443 -0.41953 0.034092
N 2.236769 -0.408619 -0.415361
C 0.113816 0.686219 0.596701
C -0.061844 1.968328 -0.199499
H -1.794057 -0.067291 -1.438372
H -2.561487 -1.389224 -0.528986
H -2.847866 0.286735 -0.048812
H -1.222258 -0.863009 1.493214
H 3.082148 -0.103932 0.065016
H 0.422325 0.895731 1.626977
H -0.285599 1.780375 -1.251214
H -0.888537 2.539934 0.233376
H 0.836678 2.58628 -0.135805
",-325.788368,-325.422724,0.136421,-325.598694,-325.5737999,-325.6044933,-325.924789,-325.9106687,-325.939426,-325.465525,-325.0834962,0.133169,-325.803005,-325.7742477,-325.4713243,-325.4406309
dsgdb9nsd_002190,7,15,54,"15
H8 C4 N2 O1
C -0.268145 1.493097 -0.053412
C 0.072717 0.022026 0.014984
O 1.253275 -0.314707 -0.799222
C 1.983918 -0.675563 0.311616
N 3.193575 -0.984655 0.436276
C 0.816517 -0.501547 1.279702
N 0.914505 0.362359 2.434470
H 0.590742 2.115037 0.215001
H -0.583186 1.764948 -1.064879
H -1.083263 1.717943 0.640528
H -0.771365 -0.596974 -0.303094
H 3.680766 -0.958795 -0.461580
H 0.421556 -1.469471 1.599583
H 1.285104 -0.157331 3.222665
H 1.570376 1.117883 2.262491","15

C -1.935252 -0.733245 -0.503953
C -0.84738 -0.526761 0.521675
O 0.370299 -1.29459 0.15437
C 1.228329 -0.312585 -0.027191
N 2.342997 -0.015713 -0.34427
C -0.13762 0.829913 0.579385
N -0.524886 1.860875 -0.186328
H -1.617416 -0.44411 -1.510811
H -2.205565 -1.791555 -0.534114
H -2.82836 -0.167094 -0.223137
H -1.15113 -0.860235 1.516353
H 3.190836 -0.467614 -0.656949
H 0.298456 1.119278 1.535157
H -0.126941 2.781655 -0.05773
H -1.097504 1.726325 -1.009049
",-341.831947,-341.465261,0.125617,-341.654256,-341.6302728,-341.6631067,-341.957564,-341.9486766,-341.9761727,-341.531494,-341.1424963,0.122762,-341.8505557,-341.8230596,-341.5403447,-341.5075108
dsgdb9nsd_002192,7,15,54,"15
H8 C5 O2
C -0.278542 1.518827 -0.088835
C 0.073708 0.050077 -0.007945
O 1.291253 -0.258113 -0.781386
C 1.943584 -0.727457 0.328768
O 3.061726 -1.126657 0.401733
C 0.752676 -0.518230 1.268319
C 0.980766 0.349206 2.500198
H 0.551312 2.149019 0.240921
H -0.522850 1.789860 -1.119891
H -1.151345 1.735015 0.535950
H -0.745062 -0.571520 -0.381484
H 0.325323 -1.482315 1.561201
H 1.430249 1.313035 2.248016
H 0.040941 0.536354 3.028471
H 1.659845 -0.161987 3.188331","15

C -2.063199 -0.47867 -0.451734
C -0.92074 -0.468537 0.52068
O 0.221604 -1.358818 0.002504
C 1.153906 -0.471751 -0.038512
O 2.273173 -0.296834 -0.318978
C 0.008106 0.748495 0.62732
C -0.112855 1.965678 -0.214891
H -1.774114 -0.133673 -1.446553
H -2.466764 -1.491638 -0.532225
H -2.858169 0.168711 -0.06683
H -1.177723 -0.883035 1.496358
H 0.445314 0.899612 1.618351
H -0.417015 1.768934 -1.245086
H -0.905185 2.586318 0.244097
H 0.804126 2.558707 -0.193498
",-345.693035,-345.31722,0.124405,-345.470553,-345.4446373,-345.4769559,-345.81744,-345.8052106,-345.8335093,-345.349628,-344.9564027,0.120925,-345.7091043,-345.6808056,-345.3560309,-345.3237123
dsgdb9nsd_002193,7,14,54,"14
H7 C4 N1 O2
C -0.259602 1.507062 -0.053632
C 0.056455 0.030673 0.017973
O 1.225373 -0.327767 -0.804503
C 1.965239 -0.698573 0.290057
O 3.112083 -1.013076 0.324443
C 0.795587 -0.496741 1.279484
N 0.916481 0.361879 2.432789
H 0.614298 2.114913 0.198490
H -0.583337 1.779902 -1.061745
H -1.060573 1.749166 0.650782
H -0.796823 -0.577641 -0.293717
H 0.399598 -1.464762 1.598740
H 1.281490 -0.156947 3.223451
H 1.563397 1.124517 2.261560","14

C -1.883616 -0.814576 -0.481484
C -0.799782 -0.541717 0.530835
O 0.456064 -1.265742 0.151429
C 1.261851 -0.268174 -0.048964
O 2.349352 -0.035429 -0.388335
C -0.165134 0.851321 0.576443
N -0.600735 1.854127 -0.194547
H -1.59429 -0.515064 -1.493773
H -2.098883 -1.885657 -0.500767
H -2.801064 -0.29393 -0.190711
H -1.063329 -0.891117 1.531014
H 0.282864 1.164826 1.519553
H -0.260485 2.79848 -0.062603
H -1.182915 1.691803 -1.006624
",-361.735863,-361.359049,0.113596,-361.545463,-361.5228727,-361.5543481,-361.849459,-361.8424973,-361.8695216,-361.432908,-361.0352672,0.112555,-361.7559256,-361.7289013,-361.4417931,-361.4103177
dsgdb9nsd_002194,7,13,54,"13
H6 C4 O3
C -0.244252 1.504878 0.032250
C 0.062843 0.026572 0.035858
O 1.277063 -0.290349 -0.752633
C 1.950570 -0.726048 0.352223
O 3.088446 -1.061851 0.444764
C 0.743828 -0.566081 1.291673
O 0.893058 0.318297 2.369182
H 0.590150 2.077008 0.442089
H -0.447434 1.844237 -0.987047
H -1.128057 1.701296 0.646821
H -0.767585 -0.570800 -0.347814
H 0.323844 -1.533586 1.599877
H 1.676305 0.052089 2.863902","13

C -1.910574 -0.743167 -0.491867
C -0.829428 -0.509666 0.526726
O 0.432222 -1.265887 0.138414
C 1.272235 -0.314213 -0.043082
O 2.352085 -0.039287 -0.360031
C -0.179667 0.868664 0.578557
O -0.595024 1.756195 -0.293709
H -1.626215 -0.382956 -1.482361
H -2.136767 -1.81071 -0.543394
H -2.815355 -0.217064 -0.172289
H -1.078651 -0.875456 1.524724
H 0.256466 1.224559 1.515372
H -0.229141 2.643751 -0.141445
",-381.612946,-381.22734,0.100613,-381.384964,-381.3626282,-381.3948043,-381.713559,-381.7073483,-381.7356085,-381.285499,-380.8786862,0.099465,-381.6349955,-381.6067353,-381.2953393,-381.2631632
dsgdb9nsd_002195,7,13,54,"13
H6 C4 O3
O -0.166797 1.399855 -0.077613
C 0.008196 -0.002281 0.024854
C 0.188280 -0.475483 1.493141
C -1.354930 -0.576398 1.566094
O -2.152842 -0.505558 2.450351
C -1.438573 -0.599502 0.012704
O -2.440563 0.057482 -0.682381
H 0.653282 1.839017 0.166904
H 0.714939 -0.383677 -0.718831
H 0.671155 -1.454546 1.574984
H 0.661703 0.222336 2.187083
H -1.414120 -1.644130 -0.321289
H -2.311920 1.001325 -0.522782","13

O -1.29496 -0.858037 -0.853626
C -0.724722 -0.760474 0.427894
C 0.757349 -1.196689 0.422574
C 1.387772 0.08606 -0.022382
O 2.262225 0.64 -0.517835
C -0.568736 0.7396 0.680249
O -1.236221 1.575653 -0.049978
H -1.921692 -1.588451 -0.905987
H -1.317341 -1.25817 1.202752
H 1.138488 -1.405812 1.430765
H 1.005265 -2.029253 -0.243877
H -0.223309 1.132067 1.634884
H -1.639742 1.077703 -0.797027
",-381.582831,-381.203136,0.100182,-381.387457,-381.3692499,-381.4004184,-381.683013,-381.6817251,-381.7083243,-381.288226,-380.8868857,0.099231,-381.6081423,-381.5815431,-381.3011874,-381.2700189
dsgdb9nsd_002196,7,17,54,"17
H10 C6 O1
C -1.068666 1.200135 -0.312602
C -0.117772 0.013608 -0.375994
C 0.908637 -0.129428 -1.546897
C 2.035502 -0.514162 -0.533415
C 3.424248 0.098908 -0.641074
C 1.097025 0.008039 0.569072
O 1.279701 0.422380 1.678671
H -0.528673 2.142933 -0.448021
H -1.837777 1.135575 -1.088812
H -1.568036 1.240872 0.660068
H -0.669044 -0.926757 -0.245025
H 0.672532 -0.862182 -2.319810
H 1.110472 0.835655 -2.021643
H 2.104378 -1.606529 -0.447784
H 3.365775 1.188393 -0.732742
H 4.014525 -0.127429 0.251934
H 3.962675 -0.286137 -1.512875","17

C 2.193341 -0.283489 0.632036
C 1.084098 -0.309006 -0.416632
C -0.026415 -1.393024 -0.340198
C -1.150351 -0.365302 -0.428653
C -2.193698 -0.221447 0.637319
C 0.089899 0.874519 -0.276146
O 0.0089 2.014791 -0.09334
H 1.796528 -0.327181 1.649094
H 2.811227 -1.173372 0.469062
H 2.815591 0.607169 0.52472
H 1.466369 -0.195727 -1.440759
H -0.003309 -2.115629 -1.15451
H -0.01733 -1.916345 0.617153
H -1.485521 -0.142742 -1.448006
H -1.785956 -0.311741 1.647658
H -2.758889 0.707114 0.541071
H -2.891154 -1.063373 0.494881
",-309.739069,-309.377189,0.146976,-309.576261,-309.5501174,-309.5812569,-309.886045,-309.8708596,-309.8989155,-309.432122,-309.0554585,0.144139,-309.7519395,-309.7238836,-309.4371179,-309.4059784
dsgdb9nsd_002197,7,15,54,"15
H8 C5 O2
C 0.108349 1.586524 -0.033421
C 0.090882 0.066486 -0.000022
C 0.684878 -0.770206 -1.184065
C 1.309057 -1.779336 -0.153214
O 2.585004 -2.311979 -0.329874
C 1.147549 -0.642813 0.857992
O 1.872918 -0.281231 1.744656
H 1.110972 1.959818 -0.263605
H -0.582259 1.972488 -0.789393
H -0.184162 1.998056 0.937100
H -0.907680 -0.309506 0.252308
H -0.018994 -1.185975 -1.905165
H 1.472675 -0.219727 -1.704739
H 0.594319 -2.591040 0.035674
H 3.186637 -1.791737 0.217875","15

C -2.24131 -0.67784 -0.383504
C -0.957069 -0.404033 0.406937
C 0.305681 -1.248247 0.093532
C 1.396007 -0.248848 0.387625
O 2.428586 -0.018677 -0.382906
C -0.363637 0.964689 0.17605
O -0.508657 2.072698 -0.087051
H -2.070662 -0.606498 -1.460158
H -2.577416 -1.691925 -0.149686
H -3.030165 0.02163 -0.099969
H -1.154563 -0.42114 1.489027
H 0.385318 -2.150083 0.707689
H 0.319485 -1.543783 -0.960828
H 1.584253 0.056826 1.416827
H 2.346285 -0.411526 -1.267089
",-345.66052,-345.289834,0.123533,-345.487096,-345.463789,-345.4957069,-345.784053,-345.776234,-345.8034237,-345.364206,-344.9734621,0.12289,-345.6798907,-345.652701,-345.3728169,-345.340899
dsgdb9nsd_002198,7,16,54,"16
H9 C5 N1 O1
C -0.091588 1.595673 0.058594
C 0.021511 0.080680 -0.042185
C 0.833989 -0.518973 -1.232843
N 1.748008 -1.090116 -0.242660
C 2.937878 -1.888909 -0.365335
C 1.096911 -0.583540 0.854966
O 1.329443 -0.651201 2.035126
H 0.881113 2.075504 -0.093280
H -0.787514 1.994079 -0.686557
H -0.453503 1.882716 1.050234
H -0.955840 -0.394889 0.082075
H 0.310229 -1.264700 -1.842119
H 1.300208 0.224543 -1.890946
H 3.718429 -1.368060 -0.934128
H 3.309410 -2.084502 0.643594
H 2.732502 -2.847350 -0.858379","16

C 2.350421 -0.212823 0.446264
C 1.120454 -0.240341 -0.459254
C 0.03259 -1.334902 -0.211253
N -0.968127 -0.298209 0.025407
C -2.37553 -0.305016 0.252778
C 0.031652 0.792511 -0.159006
O -0.162937 1.952013 -0.052309
H 2.076362 -0.261602 1.50383
H 2.998116 -1.061308 0.213091
H 2.917716 0.705263 0.27797
H 1.407602 -0.180638 -1.513734
H -0.241042 -1.988147 -1.049163
H 0.170776 -1.958551 0.683344
H -2.606678 -0.970078 1.097396
H -2.714301 0.715031 0.440219
H -2.885691 -0.725184 -0.629507
",-325.806369,-325.435429,0.136523,-325.626614,-325.6010754,-325.632796,-325.942892,-325.927654,-325.9572667,-325.493595,-325.1100837,0.133019,-325.8207437,-325.791131,-325.499777,-325.4680564
